Company Name,Website,Address,Phone,Estimated Revenue,Revenue Basis,Description,Freight Reason,Decision-Maker Name,Decision-Maker Title,Decision-Maker Email,Decision-Maker Phone,Pitch,Flags
Ferguson Home,https://www.fergusonhome.com/showroom/branch/san-antonio-tx-showroom-0243,"23814 W Interstate 10, San Antonio, TX 78257",(210) 806-8916,"$6,600,000",multi-location signal x Plumbing Supply baseline,"Our knowledgeable product experts provide personalized, consultative support, ensuring you find the perfect solutions for any project.",Fixtures and pipe to contractors — recurring heavy LTL.,,Owner,,,"I'll talk fast — one freight question — Ferguson Home, You're a plumbing supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Pirtek,http://www.pirtekusa.com/broadway,"9008 Broadway, San Antonio, TX 78217",(210) 822-0800,"$6,600,000",multi-location signal x Industrial Supply baseline,Our professionally trained technicians offer on-site preventative maintenance and emergency hydraulic and industrial hose replacement.,Equipment and MRO supplies shipped to facilities — frequent crated LTL.,Kim Gubera,President,dispatch@pirtekbroadway.com,,"I promise I'm not another insurance guy — Pirtek, You're a industrial supply in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",REVENUE_EST_LOW_CONF
Van Keppel,https://vankeppel.com,"4210 Fm 482, New Braunfels, TX 78132",(830) 249-5700,"$6,600,000",multi-location signal x Industrial Supply baseline,"Kansas City KS White Astec Machine Van Keppel - New &amp; Used Heavy Equipment, Service, and Parts with locations in multiple states of America at 1801 N.",Equipment and MRO supplies shipped to facilities — frequent crated LTL.,Van Keppel,Founder,t.killlion@vankeppel.com,,"I promise I'm not another insurance guy — Van Keppel, You're a industrial supply in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",REVENUE_EST_LOW_CONF
Klinger Associates-SN Antonio,https://americanspecialties.com,"5200 Tri County Pkwy, Schertz, TX 78154",(210) 654-9100,"$6,525,000",multi-location signal x Metal Fabricator baseline,"So what makes ASI so unique? Only ASI designs, engineers and manufactures fully-integrated solutions.",Fabricated steel/parts shipped to clients — palletized and oversized LTL.,Architect Contractor,Owner,,,"One question and I'm gone — Klinger Associates-SN Antonio, You're a metal fabricator in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
XL Parts Hub,http://xlparts.com,"716 S Frio St, San Antonio, TX 78207",(713) 541-9101,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,Service Reliability Get reliable service wherever you are with our large network! Learn More.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,websitecontact@maah.global,,"Quick question about your outbound, that's it — XL Parts Hub, You're a auto parts wholesale in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
WORLDPAC,https://www.worldpac.com,"4902 Perrin Crk Unit 750, San Antonio, TX 78217",(210) 590-8925,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,"Our complete product offering includes over 110,000 products for over 40 import and domestic vehicle carlines.",Parts to shops across the region — frequent boxed/palletized LTL. Site confirms wholesale/bulk model — palletized outbound.,,Owner,,,"Quick question about your outbound, that's it — WORLDPAC, You're a auto parts wholesale in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Arvin Sango Inc,https://www.arvinsango.com/company,"1 Lone Star Pass, San Antonio, TX 78264",(210) 628-4848,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,"Our Company ""Our World, Our Company, And let us work for our own and everyone's prosperity."" You will find something very special about Arvin Sango (ASI).",Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,,,"Quick question about your outbound, that's it — Arvin Sango Inc, You're a auto parts wholesale in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; NEEDS_DM_EMAIL; REVENUE_EST_LOW_CONF
Tint World,https://www.tintworld.com/locations/tx/new-braunfels-147,"553 S Business Ih 35, New Braunfels, TX 78130",(830) 214-7822,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,They did an amazing job on my Mercedes!!! Ally is amazing and gives amazing customer service!!! I would definitely recommend them! Greg B.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,store147@tintworld.com,,"Quick question about your outbound, that's it — Tint World, You're a auto parts wholesale in New Braunfels moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
AutoZone Auto Parts,https://www.autozone.com/locations/tx/cibolo/863-fm-1103.html,"863 Fm 1103, Cibolo, TX 78108",(210) 536-4078,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,AutoZone Rewards Earn a $20 reward when you make five purchases of $20 or more at AutoZone with AutoZone Rewards.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,customer.service@autozone.com,,"Quick question about your outbound, that's it — AutoZone Auto Parts, You're a auto parts wholesale in Cibolo moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
AutoZone Auto Parts,https://www.autozone.com/locations/tx/seguin/725-e-court-st.html,"725 E Court St, Seguin, TX 78155",(830) 372-0260,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,AutoZone Rewards Earn a $20 reward when you make five purchases of $20 or more at AutoZone with AutoZone Rewards.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,customer.service@autozone.com,,"Quick question about your outbound, that's it — AutoZone Auto Parts, You're a auto parts wholesale in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
AutoZone Auto Parts,https://www.autozone.com/locations/tx/seguin/3540-n-state-hwy-123-bypass.html,"3540 N Highway 123 Byp, Seguin, TX 78155",(830) 463-0677,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,"AutoZone Auto Parts in Seguin, TX (3540 N.",Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,customer.service@autozone.com,,"Quick question about your outbound, that's it — AutoZone Auto Parts, You're a auto parts wholesale in Seguin moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
AutoZone Auto Parts,https://www.autozone.com/locations/tx/schertz/4889-fm-3009.html,"4889 Fm 3009, Schertz, TX 78154",(210) 651-0168,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,AutoZone Rewards Earn a $20 reward when you make five purchases of $20 or more at AutoZone with AutoZone Rewards.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,customer.service@autozone.com,,"Quick question about your outbound, that's it — AutoZone Auto Parts, You're a auto parts wholesale in Schertz moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
AutoZone Auto Parts,https://www.autozone.com/locations/tx/boerne/1307-main-st.html,"1307 N Main St, Boerne, TX 78006",(830) 249-0095,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,AutoZone Rewards Earn a $20 reward when you make five purchases of $20 or more at AutoZone with AutoZone Rewards.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,customer.service@autozone.com,,"Quick question about your outbound, that's it — AutoZone Auto Parts, You're a auto parts wholesale in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Thad Ziegler Glass,http://www.zieglerglass.com,"105-A Parkway, Boerne, TX 78006",(830) 249-0100,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,"Thad Ziegler Glass is San Antonio's oldest and most dependable glass company specializing in auto glass, residential glass and commercial glass solutions.",Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,info@zieglerglass.com,,"Quick question about your outbound, that's it — Thad Ziegler Glass, You're a auto parts wholesale in Boerne moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
AutoZone Auto Parts,https://www.autozone.com/locations/tx/helotes/12733-bandera-rd.html,"12733 Bandera Rd, Helotes, TX 78023",(210) 536-1790,"$6,525,000",multi-location signal x Auto Parts Wholesale baseline,AutoZone Rewards Earn a $20 reward when you make five purchases of $20 or more at AutoZone with AutoZone Rewards.,Parts to shops across the region — frequent boxed/palletized LTL.,,Owner,customer.service@autozone.com,,"Quick question about your outbound, that's it — AutoZone Auto Parts, You're a auto parts wholesale in Helotes moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
The UPS Store,https://locations.theupsstore.com/tx/san-antonio/11703-huebner-rd?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,"11703 Huebner Rd Ste 106, San Antonio, TX 78230",(210) 699-9200,"$6,525,000",multi-location signal x Packaging Supplier baseline,"If you need printing, shipping, shredding, or mailbox services, visit us at 11703 Huebner Rd.",Cartons/film/pallets shipped in volume — high-cube recurring LTL.,,Owner,store4817@theupsstore.com,,"Ten seconds — kind of ironic given what you ship — The UPS Store, You're a packaging supplier in San Antonio moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
Age Industries,https://www.anchorbaypackaging.com/contact,"1204 Schneider Dr, Cibolo, TX 78108",(210) 659-1301,"$6,525,000",multi-location signal x Packaging Supplier baseline,"Returnable packaging Returnable packaging lowers costs for labor, storage, handling, and delivery.",Cartons/film/pallets shipped in volume — high-cube recurring LTL.,,Owner,%20abpsales@anchorbaypackaging.com,,"Ten seconds — kind of ironic given what you ship — Age Industries, You're a packaging supplier in Cibolo moving product out the door every week, and I help shippers your size stop overpaying on LTL. If I can't beat what you're paying now, I'll tell you straight. Worth a two-minute look at one of your recent bills?",NEEDS_DM_NAME; REVENUE_EST_LOW_CONF
